ID,WEB,PRICE GROUP,Type,sku,is_in_stock,custom_stock_status,manufacturer,supplier_code,brand,name,bottle_size,vintage,cost,price,special_price,Margin THB,Margin %,SP discount %,B2B,B2B Margin THB,B2B Margin %,B2B Discount %,Content,WN Stock,Consign,Sold order Mar,Sold Qty Mar,promotion_price,promotion_tier_price,wine_type,country,region_wine,grape_class,grape_variety,wine_body,wine_acidity,wine_tanin,food_matching,liquor_main_type,other_type
7449,L,B 1000-2000,LOT,LOT0143DB,0,,Bacchus Global,UJ16350,BORN,Born Yuzu (500 ml),500 ml,,850,1100,,178.04,17%,,980,65.89,7%,11%,,,,,,No,No,,Japan,,,,,,,,Others,Yuzushu
7450,L,B 1000-2000,LOT,LOT0144DB,0,,Bacchus Global,UJ16450,Yuzu,Yuzu Rocks (500 ml),500 ml,,890,1100,,138.04,13%,,1030,72.62,8%,6%,,,,,,No,,,Japan,,,,,,,,Others,Yuzushu
7451,L,C 2000-3000,LGN,LGN0234DB,1,,Bacchus Global,FLG00270,Generous,Generous  Aromatic Craft Gin Organic Coriander & Combava (700 ml),700 ml,,1754.49,2400,2308,402.52,19%,4%,2290,385.70,18%,1%,Hot Weather Cocktails,,,2,4,Yes,No,,France,,,,,,,,Gin,
7452,L,C 2000-3000,LGN,LGN0235DB,1,,Bacchus Global,FLG00370,Generous,Generous  Aromatic Craft Gin Purple (700 ml),700 ml,,1662.62,2400,,580.37,26%,,2290,477.57,22%,5%,,,,1,2,No,No,,France,,,,,,,,Gin,
7453,L,C 2000-3000,LGN,LGN0236DB,0,,Bacchus Global,FLG00470,Generous,Generous  Aromatic Craft Gin Azur (700 ml),700 ml,,1990,2400,,252.99,11%,,2290,150.19,7%,5%,,,,,,No,No,,France,,,,,,,,Gin,
7454,L,B 1000-2000,LSK,LSK0427DB,0,CATALOG,Bacchus Global,JP11472,MIZUBASHO,Mizubasho  Artist Series Sake (720 ml),720 ml,,980,1329,,262.06,21%,,,,,,,,,,,Yes,No,,Japan,,,,,,,,Sake/Shochu,
7455,L,A 0-1000,LSK,LSK0428DB,0,CATALOG,Bacchus Global,JP11536,MIZUBASHO,Mizubasho  Artist Series Floral Sparkling (360 ml),360 ml,,680,929,,188.22,22%,,,,,,,,,,,Yes,No,,Japan,,,,,,,,Sake/Shochu,
7456,L,A 0-1000,LSK,LSK0429DB,0,,Bacchus Global,JP11630,MIZUBASHO,Mizubasho  Artist Series Dessert Sake (300 ml),300 ml,,520,700,,134.21,21%,,600,40.75,7%,14%,,,,,,No,No,,Japan,,,,,,,,Sake/Shochu,
7457,W,B 1000-2000,WRW,WRW5486AJ,1,,Lovely Wine,,San Filippo,San Filippo  Brunello di Montalcino Lo Scorno,750 ml,2019 [**VINTAGE MAY CHANGE],1390,1900,,385.70,22%,,1670,170.75,11%,12%,,,,,,No,No,Red Wine,Italy,Tuscany | Brunello di Montalcino,Sangiovese,,Full,Medium,Medium,Beef|Lamb|Cured Meat|Soft Cheese|Pasta,,
7458,W,F 5K-10K,WRW,WRW5487AJ,0,,Lovely Wine,,San Filippo,San Filippo  Brunello di Montalcino Riserva Le Lucere,750 ml,2015 [**VINTAGE MAY CHANGE],7590,9800,,"1,568.88",17%,,8940,765.14,9%,9%,,,,,,No,No,Red Wine,Italy,Tuscany | Brunello di Montalcino,Sangiovese,,Full,Medium,Medium,Beef|Lamb|Cured Meat|Soft Cheese|Pasta,,
7459,L,C 2000-3000,LGN,LGN0237AA,0,CATALOG,Italasia,SHZ-002,Windspiel,Windspiel  Premium Sloe Gin (500 ml),500 ml,,1648,2270,,473.50,22%,,,,,,,,,,,No,No,,Germany,,,,,,,,Gin,
7460,L,C 2000-3000,LVK,LVK0215AA,0,CATALOG,Italasia,SHZ-004,Windspiel,Windspiel  Barrel Aged Potato Vodka (500 ml),500 ml,,1760,2420,,501.68,22%,,,,,,,,,,,No,No,,Germany,,,,,,,,Vodka,
7461,L,B 1000-2000,LLQ,LLQ0415AA,0,CATALOG,Italasia,SHZ-005,Windspiel,Windspiel  Kraut & Knolle Liqueur (500 ml),500 ml,,1448,1990,,411.81,22%,,,,,,,,,,,No,No,,Germany,,,,,,,,Liqueur,
7462,L,C 2000-3000,LGN,LGN0240AA,0,CATALOG,Italasia,SHZ-006,Hoos,Hoos  London Gin (500 ml),500 ml,,1472,2030,,425.20,22%,,,,,,,,,,,No,No,,Germany,,,,,,,,Gin,
7463,L,C 2000-3000,LGN,LGN0241AA,0,CATALOG,Italasia,SHZ-007,Hoos,Hoos  Lapsang Gin (500 ml),500 ml,,1520,2090,,433.27,22%,,,,,,,,,,,No,No,,Germany,,,,,,,,Gin,
7464,L,C 2000-3000,LGN,LGN0242AA,0,CATALOG,Italasia,SHZ-008,Hoos,Hoos  Pink Grapefruits (500 ml),500 ml,,1460,2010,,418.50,22%,,,,,,,,,,,No,No,,Germany,,,,,,,,Gin,
7465,L,C 2000-3000,LGN,LGN0243AA,0,CATALOG,Italasia,SHZ-009,Rubus,Rubus  Gin (500 ml),500 ml,,1752,2400,,490.99,22%,,,,,,,,,,,No,No,,Germany,,,,,,,,Gin,
7466,L,C 2000-3000,LGN,LGN0244AA,0,CATALOG,Italasia,SHZ-011,Ventura,Ventura  Wilder Gin (750 ml),750 ml,,1904,2600,,525.91,22%,,,,,,,,,,,No,No,,USA,,,,,,,,Gin,
7467,L,C 2000-3000,LGN,LGN0245AA,0,CATALOG,Italasia,SHZ-010,Faradai,Faradaí  Electric Spirit (500 ml),500 ml,,1600,2200,,456.07,22%,,,,,,,,,,,No,No,,Germany,,,,,,,,Gin,
7468,W,A 0-1000,WRS,WRS0197BS,0,,Texica,N/A,Cristo Di Campobello,Cristo Di Campobello  Rosato DOC,750 ml,Current vintage,756,1000,,178.58,19%,,910,94.47,11%,9%,,,,,,No,No,Rose Wine,Italy,Sicily,Nero d'avola,Nero d’Avola 100%,Light,Medium,Low,Chicken|Fish|Vegetables,,
7469,W,B 1000-2000,WRS,WRS0198BS,1,,Texica,N/A,Masseria Li Veli,Masseria Li Veli  Askos Susumaniello Rosato Salento IGT,750 ml,Current vintage,1040,1400,,268.41,21%,,1250,128.22,11%,11%,,,,,,No,No,Rose Wine,Italy,Puglia,Others,Susumaniello,,,,,,
7470,L,H 50K+,LWH,LWH0670CN,0,CATALOG,Alchemy Thailand,,The Macallan,The Macallan  NO.6 (700 ml),700 ml,,245906,298999,,"33,532.32",12%,,,,,,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7471,W,A 0-1000,WRW,WRW5488FM,0,CATALOG,Kantina,,Rawen,Rawen  Gran Reserva Cabernet Sauvignon,750 ml,Current Vintage,550,840,,235.05,30%,,,,,,,,,,,No,No,Red Wine,Chile,Colchagua Valley,Cabernet Sauvignon,Cabernet Sauvignon,Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
7472,W,A 0-1000,WRW,WRW5489FM,0,CATALOG,Kantina,,Chateau Fondarzac,Chateau Fondarzac  Bordeaux Superieur,750 ml,Current vintage,590,880,,232.43,28%,,,,,,,,,,,No,No,Red Wine,France,Bordeaux,Blended,"50% Merlot, 25% Cabernet Sauvignon, 25% Cabernet Franc",Full,Medium,Medium,Beef|Lamb|Cured Meat,,
7473,W,A 0-1000,WRW,WRW5490FM,0,CATALOG,Kantina,,San Marco,San Marco  Cabernet Sauvignon,750 ml,Current Vintage,375,590,,176.40,32%,,,,,,,,,,,No,No,Red Wine,Chile,Central Valley,Cabernet Sauvignon,Cabernet Sauvignon,Medium,Medium,Medium,Beef|Cured Meat|Barbecue,,
7475,L,B 1000-2000,LBE,LBE0990BX,0,CATALOG,Beervana,,Deschutes,Deschutes  Fresh Haze IPA (355 ml) (Pack 12) (Can),355 ml,,1402.99,1959,,427.85,23%,,,,,,,,,,,Yes,No,,USA,,,,,,,,Beer,
7476,L,B 1000-2000,LBE,LBE0991BX,0,CATALOG,Beervana,,Rogue,Rogue  Dreamland American Lager (355 ml) (Pack 12) (Can),355 ml,,998.13,1399,,309.35,24%,,,,,,,,,,,Yes,No,,USA,,,,,,,,Beer,
7477,L,C 2000-3000,LBE,LBE0992BX,0,CATALOG,Beervana,,Stone,Stone  Tangerine Express Hazy IPA (355 ml) (Pack 12) (Can),355 ml,,1503.93,2099,,457.75,23%,,,,,,,,,,,Yes,No,,USA,,,,,,,,Beer,
7478,L,B 1000-2000,LBE,LBE0993BX,0,CATALOG,Beervana,,Founders,Founders  Solid Gold (355 ml) (Pack 12) (Can),355 ml,,998.13,1399,,309.35,24%,,,,,,,,,,,Yes,No,,USA,,,,,,,,Beer,
7479,L,B 1000-2000,LBE,LBE0994BX,0,CATALOG,Beervana,,Founders,Founders  Moon Rambler IPA (355 ml) (Pack 12) (Can),355 ml,,998.13,1399,,309.35,24%,,,,,,,,,,,Yes,No,,USA,,,,,,,,Beer,
7480,W,C 2000-3000,WRW,WRW5491BU,0,CATALOG,Pernod Ricard,N/A,Jacob's Creek,Jacob's Creek  Double Barrel VSOP (750 ml),750 ml,2018 [**VINTAGE MAY CHANGE],2033,2495,,298.78,13%,,,,,,,,,,,Yes,No,Red Wine,Australia,Barossa Valley,Shiraz,Shiraz,Full,Medium,Medium,Beef|Lamb|Spicy Food,,
7483,A,H 50K+,AWC,AWC0126DY,0,,Temptech,VWCR46SB,Temptech,Temptech  Collection Classic Single Zone 46 or 54 Bottle (Black),,,48715,67770,,"14,621.45",23%,,58380,"5,845.75",11%,14%,,,,,,No,,,Norway,,,,,,,,,
7484,A,H 50K+,AWC,AWC0127DY,1,,Temptech,Grn280sb,Temptech,Temptech  Collection Elegance Single Zone 153 Bottle (Black),,,117757,163810,,"35,336.46",23%,,141130,"14,140.20",11%,14%,,,,,,No,,,Norway,,,,,,,,,
7485,A,G 10K-50K,AWC,AWC0128DY,1,,Temptech,FCH3300SSCW,Temptech,Temptech  Cigar Cabinet humidor ,,,24883.09,34620,,"7,472.05",23%,,29830,"2,995.41",11%,14%,,,,,,No,,,Norway,,,,,,,,,
7486,L,B 1000-2000,LWH,LWH0671BU,0,,Diageo,,Johnnie Walker,Johnnie Walker  Black Label Highland Origin (1 L),1000 ml (1 L),,1778,1899,,-3.23,0%,,1890,-11.64,-1%,0%,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7492,L,C 2000-3000,LWH,LWH0672EQ,0,CATALOG,United Beverage,,Lambay,Lambay  Small Batch Blend Irish whiskey Gift Set,700 ml,,1670,2385,,558.97,25%,,,,,,,,,,,Yes,No,,Ireland,,,,,,,,Whisky,
7494,A,F 5K-10K,ABA,ABA0608AB,0,CATALOG,BB&B,MKT079,Coravin,Coravin  Model Three SL,,,7943.92,10000,,"1,401.87",15%,,,,,,,,,,,No,,,USA,,,,,,,,,
7495,W,G 10K-50K,WSP,WSP2585BU,0,,Diageo,,Dom Perignon,Dom Perignon  P2 2006,750 ml,2006 [**VINTAGE MAY CHANGE],17366,20999,,"2,259.23",12%,,20990,"2,250.82",11%,0%,,,,,,Yes,No,Champagne,France,Champagne,Blended,55% Pinot Noir and 45% Chardonnay,Medium,High,Low,Hard Cheese|Seafood,,
7496,W,B 1000-2000,WRW,WRW5493AA,1,,Italasia,WBPF-021R,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mouton Cadet Reserve Pauillac,750 ml,Current vintage,885.5,1805,1528,542.54,38%,15%,1350,376.18,30%,12%,Homey Dinner & Wine,,,,,Yes,No,Red Wine,France,Bordeaux | Pauillac,Merlot,"58% Merlot, 32% Cabernet Sauvignon, 10% Cabernet Franc",Full,High,High,Beef|Lamb|Mushroom|Hard Cheese,,
7497,W,B 1000-2000,WRW,WRW5494AA,1,,Italasia,WBPF-022R,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mouton Cadet Reserve Saint-Estephe,750 ml,Current vintage,924,1885,1598,569.46,38%,15%,1410,393.76,30%,12%,Homey Dinner & Wine,,,,,Yes,No,Red Wine,France,Bordeaux | Saint-Estèphe,Merlot,"55% Cabernet Sauvignon, 40% Merlot, 5% Petit Verdot",Full,High,High,Beef|Lamb|Mushroom|Hard Cheese,,
7498,W,B 1000-2000,WRW,WRW5495AA,1,,Italasia,WBPF-023R,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mouton Cadet Reserve Margaux,750 ml,Current vintage,945,1925,1628,576.50,38%,15%,1440,400.79,30%,12%,Homey Dinner & Wine,,,,,Yes,No,Red Wine,France,Bordeaux | Margaux,Merlot,"65% Cabernet Sauvignon, 30% Merlot, 5% Petit Verdot",Full,High,High,Beef|Lamb|Mushroom|Hard Cheese,,
7499,W,C 2000-3000,WRW,WRW5496AA,0,,Italasia,WBPF-024R,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mouton Cadet Reserve Pessac-Leognan,750 ml,2018 [**VINTAGE MAY CHANGE],1046.5,2135,,948.83,48%,,1600,448.83,30%,25%,,,,,,Yes,No,Red Wine,France,Bordeaux | Pessac-Léognan,Merlot,"60% Merlot, 40% Cabernet Sauvignon",Full,High,High,Beef|Lamb|Mushroom|Hard Cheese,,
7500,L,D 3000-4000,LGN,LGN0246DJ,0,CATALOG,"Wine 5 Co.,Ltd.",,Komasa,Komasa  Hojicha Japanese Craft Gin (500 ml),500 ml,,2500,3449,,723.36,22%,,,,,,,,,,,Yes,No,,Japan,,,,,,,,Gin,
7501,L,D 3000-4000,LGN,LGN0247DJ,0,CATALOG,"Wine 5 Co.,Ltd.",,Komasa,Komasa  Komikan Japanese Craft Gin (500 ml),500 ml,,2500,3449,,723.36,22%,,,,,,,,,,,Yes,No,,Japan,,,,,,,,Gin,
7502,L,D 3000-4000,LWH,LWH0673DJ,0,CATALOG,"Wine 5 Co.,Ltd.",,Yamazakura,Yamazakura  Japanese Blended Whisky (700 ml),700 ml,,2890,3980,,829.63,22%,,,,,,,,,,,No,No,,Japan,,,,,,,,Whisky,
7503,W,A 0-1000,WSP,WSP2586DD,0,,Noble Marketing,23094-041520,Barocco,Barocco  Prosecco Spumante Rose DOC,750 ml,Current vintage,449.74,600,,111.01,20%,,540,54.93,11%,10%,,,,,,No,No,Sparkling Wine,Italy,Veneto | Prosecco,Blended,"Glera, Pinot nero",Light,High,Low,Mushroom|Fish|Seafood,,
7504,L,D 3000-4000,LWH,LWH0674DJ,0,CATALOG,"Wine 5 Co.,Ltd.",,Evade,Evade  France Single Malt Whisky (700 ml),700 ml,,2600,3580,,745.79,22%,,,,,,,,,,,No,No,,France,,,,,,,,Whisky,
7505,L,D 3000-4000,LWH,LWH0675DJ,0,CATALOG,"Wine 5 Co.,Ltd.",,Evade,Evade  France Single Malt Peated Whisky (700 ml),700 ml,,2800,3850,,798.13,22%,,,,,,,,,,,No,No,,France,,,,,,,,Whisky,
7506,W,F 5K-10K,WRW,WRW5497BN,1,,IQ Wine,,Chateau Montrose,Chateau Montrose  2017,750 ml,2017 [**VINTAGE MAY CHANGE],6000,7800,6979,522.43,8%,11%,7070,607.48,9%,-1%,Cabernet Around the World,,,1,1,Yes,No,Red Wine,France,Bordeaux | Saint-Estèphe,Blended,"76% Cabernet Sauvignon, 20% Merlot, 3% Cabernet Franc and a 1% splash of Petit Verdot",Full,High,High,Beef|Lamb|Hard Cheese,,
7507,W,B 1000-2000,WRW,WRW5497FN,0,CATALOG,Enoteca,0769006403B9,Bodega Norton,Bodega Norton  Barrel Select Cabernet Sauvignon,750 ml,Current vintage,680,1020,,273.27,29%,,,,,,,,,,,No,No,Red Wine,Argentina,Mendoza,Cabernet Sauvignon,100% Cabernet Sauvignon,Full,Medium,Medium,,,
7508,W,B 1000-2000,WWW,WWW5123FN,0,CATALOG,Enoteca,0769008703B9,Bodega Norton,Bodega Norton  Barrel Select Chardonnay,750 ml,Current vintage,680,1020,,273.27,29%,,,,,,,,,,,No,No,White Wine,Argentina,Mendoza,Chardonnay,100% Chardonnay,,,,,,
7509,W,A 0-1000,WRW,WRW5498FN,0,CATALOG,Enoteca,0769006703B9,Bodega Norton,Bodega Norton  Coleccion Cabernet Sauvignon,750 ml,Current vintage,590,880,,232.43,28%,,,,,,,,,,,No,No,Red Wine,Argentina,Mendoza,Cabernet Sauvignon,100% Cabernet Sauvignon,Full,Medium,Medium,,,
7510,W,A 0-1000,WRW,WRW5518FN,0,CATALOG,Enoteca,0769006803B9,Bodega Norton,Bodega Norton  Coleccion Malbec,750 ml,Current vintage,590,880,,232.43,28%,,,,,,,,,,,No,No,Red Wine,Argentina,Mendoza,Malbec,100% Malbec,Medium,Medium,Medium,,,
7511,W,B 1000-2000,WWW,WWW5124FN,0,CATALOG,Enoteca,1102Y00203B9,Pike & Joyce,Pike & Joyce  Separe Gruner Veltliner,750 ml,Current vintage,740,1110,,297.38,29%,,,,,,,,,,,No,No,White Wine,Australia,Adelaide Hills,Gruner Veltliner,Gruner Veltliner (100% Adelaide Hills GI – Estate grown single vineyard wine. ),,,,,,
7512,W,B 1000-2000,WRW,WRW5499FN,0,CATALOG,Enoteca,1102Y00403B7,Pike & Joyce,Pike & Joyce  Vue De Nord Pinot Noir,750 ml,Current vintage,760,1140,,305.42,29%,,,,,,,,,,,No,No,Red Wine,Australia,Adelaide Hills,Pinot Noir,Pinot Noir (100% Adelaide Hills fruit. Estate grown single vineyard wine.),Full,Medium,Medium,,,
7513,W,B 1000-2000,WRW,WRW5500FN,0,CATALOG,Enoteca,1103000203B7,Charles Melton,Charles Melton  La Belle Mere SGM,750 ml,Current vintage,930,1390,,369.07,28%,,,,,,,,,,,No,No,Red Wine,Australia,Barossa Valley,Blended,"53%  Shiraz, 46%  Grenache, 1%  Mataro",Medium,Medium,Medium,,,
7514,W,B 1000-2000,WRW,WRW5501FN,0,CATALOG,Enoteca,1103000103B7,Charles Melton,Charles Melton  The Father In Law Shiraz,750 ml,Current vintage,930,1390,,369.07,28%,,,,,,,,,,,No,No,Red Wine,Australia,Barossa Valley,Shiraz,100% Shiraz (92% Barossa Valley and 8% Clare Valley),Full,Medium,Medium,,,
7515,W,A 0-1000,WRW,WRW5502FN,0,CATALOG,Enoteca,0310801903B9,Eleve,Eleve  Syrah,750 ml,Current vintage,635,950,,252.85,28%,,,,,,,,,,,No,No,Red Wine,France,Others region,Shiraz,100% SYRAH,Full,Medium,Medium,,,
7516,W,A 0-1000,WRW,WRW5503FN,0,CATALOG,Enoteca,0310802003B9,Eleve,Eleve  Cabernet Sauvignon,750 ml,Current vintage,611,950,,276.85,31%,,,,,,,,,,,No,No,Red Wine,France,Others region,Cabernet Sauvignon,100% Cabernert Sauvignon,Medium,Medium,Medium,,,
7517,W,B 1000-2000,WRW,WRW5504FN,0,CATALOG,Enoteca,1102X00303B8,Paxton,Paxton AAA Shiraz Grenache,750 ml,Current vintage,695,1040,,276.96,28%,,,,,,,,,,,No,No,Red Wine,Australia,McLaren Vale,Blended,"60% Shiraz, 40% Grenache",Medium,Medium,Medium,,,
7518,W,B 1000-2000,WRW,WRW5505FN,0,CATALOG,Enoteca,1102X00403B8,Paxton,Paxton Quandong Farm Shiraz,750 ml,Current vintage,930,1390,,369.07,28%,,,,,,,,,,,No,No,Red Wine,Australia,McLaren Vale,Shiraz,100% Shiraz,Medium,Medium,Medium,,,
7519,W,A 0-1000,WWW,WWW5125FN,0,CATALOG,Enoteca,1103500103B9,Elderton,Elderton  ‘E Series’ Chardonnay,750 ml,Current vintage,620,930,,249.16,29%,,,,,,,,,,,No,No,White Wine,Australia,Barossa Valley,Chardonnay,100% Chardonnay,Medium,Low,Low,,,
7520,W,A 0-1000,WRW,WRW5506FN,0,CATALOG,Enoteca,1103500503B7,Elderton,Elderton  ‘E Series’ Shiraz Cabernet,750 ml,Current vintage,620,930,,249.16,29%,,,,,,,,,,,No,No,Red Wine,Australia,Barossa Valley,Blended,Shiraz and Cabernet Sauvignon,Medium,Medium,Medium,,,
7521,W,C 2000-3000,WRW,WRW5507FN,0,CATALOG,Enoteca,1103500603B6,Elderton,Elderton  Ode To Lorraine Cab/Shiraz/Merlot,750 ml,Current vintage,1590,2520,,765.14,32%,,,,,,,,,,,No,No,Red Wine,Australia,Barossa Valley,Blended,"62% Cabernet Sauvignon, 34% Shiraz, 6% Merlot",Medium,Medium,Medium,,,
7522,W,F 5K-10K,WWW,WWW5126FN,0,CATALOG,Enoteca,1103200203B6,Mount Mary,Mount Mary  Chardonnay,750 ml,Current vintage,3490,5200,,"1,369.81",28%,,,,,,,,,,,No,No,White Wine,Australia,Others region,Chardonnay,100% Chardonnay,Full,Medium,Medium,,,
7523,W,F 5K-10K,WRW,WRW5508FN,0,CATALOG,Enoteca,1103200303B7,Mount Mary,Mount Mary  Pinot Noir,750 ml,2017 [**VINTAGE MAY CHANGE],3990,5940,,"1,561.40",28%,,,,,,,,,,,No,No,Red Wine,Australia,Others region,Pinot Noir,100% Pinot Noir,Medium,Medium,Medium,,,
7525,W,F 5K-10K,WRW,WRW5516FN,0,CATALOG,Enoteca,1103200403B6,Mount Mary,Mount Mary  Quintet,750 ml,2016 [**VINTAGE MAY CHANGE],3990,5940,,"1,561.40",28%,,,,,,,,,,,No,No,Red Wine,Australia,Others region,Blended,"45% cabernet sauvignon, 25% merlot, 20% cabernet franc, 6% malbec, 4% petit verdot",Full,Medium,Medium,,,
7526,W,F 5K-10K,WRW,WRW5509FN,1,,Enoteca,0375501203B7,Domaine Du Vieux Telegraphe,Domaine Du Vieux  Telegraphe Chateauneuf Du Pape Rouge ,750 ml,2015 [**VINTAGE MAY CHANGE],4679,6600,,"1,489.22",24%,,,,,,,,,,,No,No,Red Wine,France,Rhône Valley,Blended,"65% Grenache, 15% Mourvedre, 15% Syrah, 5% Cinsault, Clairette, etc.",Full,Medium,Medium,Beef|Lamb,,
7527,W,C 2000-3000,WRW,WRW5511FN,0,CATALOG,Enoteca,0314800403B8,Pierre Gaillard,Pierre Gaillard  Saint-Joseph Rouge,750 ml,2018 [**VINTAGE MAY CHANGE],1490,2220,,584.77,28%,,,,,,,,,,,No,No,Red Wine,France,Rhône Valley,Shiraz,100% Shiraz,Full,Medium,Medium,,,
7528,W,D 3000-4000,WRW,WRW5519BN,1,,IQ Wine,,Mas Martinet,Mas Martinet  Els Escurcons 2016,750 ml,2016 [**VINTAGE MAY CHANGE],2700,4000,,"1,038.32",28%,,3600,664.49,20%,10%,,,,,,No,No,Red Wine,Spain,Others region,Grenache,100% Grenache,Full,Medium,Medium,,,
7530,W,F 5K-10K,WRW,WRW5520EG,1,,Wine Direct (Thailand),,Chateau Grand-Puy-Lacoste,Chateau Grand-Puy-Lacoste  2016,750 ml,2016 [**VINTAGE MAY CHANGE],3950,5500,5179,890.19,18%,6%,5080,797.66,17%,2%,Cabernet Around the World,,,,,Yes,No,Red Wine,France,Bordeaux | Pauillac,Blended,"79% Cabernet Sauvignon, 21% Merlot",Full,High,High,Beef|Lamb|Hard Cheese,,
7531,W,B 1000-2000,WRW,WRW5521AF,0,CATALOG,Vanichwathana,,Joseph Drouhin,Joseph Drouhin  Beaujolais Villages Nouveau 2021,750 ml,2021 [**VINTAGE MAY CHANGE],1404,1880,,353.01,20%,,,,,,,,,,,No,No,Red Wine,France,Burgundy|Burgundy | Beaujolais,Gamay,Gamay 100%,Light,High,Low,Pork|Pasta,,
7532,W,D 3000-4000,WRW,WRW5512FN,0,CATALOG,Enoteca,0314800503B8,Pierre Gaillard,Pierre Gaillard  Cote-Rotie AOC,750 ml,2018 [**VINTAGE MAY CHANGE],2090,3120,,825.89,28%,,,,,,,,,,,No,No,Red Wine,France,Rhône Valley,Blended,"90 Shiraz, 10% Viognier",Medium,Medium,Medium,,,
7533,W,C 2000-3000,WRW,WRW5513FN,0,CATALOG,Enoteca,0468200203B5,Villalta,Villalta  Amarone Della Valpolicella Classico,750 ml,2017 [**VINTAGE MAY CHANGE],1790,2520,,565.14,24%,,,,,,,,,,,No,No,Red Wine,Italy,Veneto | Amarone della Valpolicella,Others,Corvina,Full,Medium,Medium,,,
7534,W,C 2000-3000,WRW,WRW5514FN,0,CATALOG,Enoteca,0447300103B8,Poggio Antico,Poggio Antico  Rosso Di Montalcino DOC,750 ml,2018 [**VINTAGE MAY CHANGE],1490,2220,,584.77,28%,,,,,,,,,,,No,No,Red Wine,Italy,Tuscany | Rosso di Montalcino,Sangiovese,100% Sangiovese,Full,Medium,Medium,,,
7535,W,E 4000-5000,WRW,WRW5515FN,0,CATALOG,Enoteca,0447300303B5,Poggio Antico,Poggio Antico  Brunello Di Montalcino DOCG,750 ml,2015 [**VINTAGE MAY CHANGE],2990,4460,,"1,178.22",28%,,,,,,,,,,,No,No,Red Wine,Italy,Tuscany | Brunello di Montalcino,Sangiovese,100% Sangiovese,Full,Medium,Medium,,,
7536,W,F 5K-10K,WRW,WRW5517FN,0,CATALOG,Enoteca,024B401203B8,Arnaud Mortet,Arnaud Mortet  Gevrey-Chambertin AOC 2018,750 ml,2018 [**VINTAGE MAY CHANGE],3490,5200,,"1,369.81",28%,,,,,,,,,,,No,No,Red Wine,France,Burgundy|Burgundy | Gevrey-Chambertin,Pinot Noir,Pinot Noir,Medium,Medium,Medium,,,
7537,W,A 0-1000,WSP,WSP2588FN,0,CATALOG,Enoteca,0248800103NV,Diamour,Diamour  Blanc De Blancs Vin Mousseux,750 ml,N/V,500,750,,200.93,29%,,,,,,,,,,,No,No,Sparkling Wine,France,Others region,Blended,,Light,Low,Medium,,,
7538,W,B 1000-2000,WRS,WRS0179CU,0,CATALOG,Jiam Phattana,,Artero,Artero  Rosado,750 ml,Current vintage,850,1200,,271.50,24%,,,,,,,,,,,No,No,Rose Wine,Spain,Others region,Tempranillo,100% Tempranillo,Light,Medium,Medium,,,
7539,W,B 1000-2000,WWW,WWW5127CU,0,CATALOG,Jiam Phattana,,Artero,Artero  Macabeo Verdejo,750 ml,Current vintage,850,1200,,271.50,24%,,,,,,,,,,,No,No,White Wine,Spain,Others region,Others,100% Macabeo-Verdejo,Light,Medium,Medium,,,
7540,A,G 10K-50K,ABA,ABA0611AB,0,CATALOG,BB&B,MKT068,Coravin,Coravin  Model Six Pack Candy Apple Red,,,13107.475,17000,,"2,780.38",18%,,,,,,,,,,,No,,,USA,,,,,,,,,
7541,A,G 10K-50K,ABA,ABA0612AB,0,CATALOG,BB&B,MKT069,Coravin,Coravin  Model Six Pack Silver,,,13504.67,17000,,"2,383.18",15%,,,,,,,,,,,No,,,USA,,,,,,,,,
7542,A,G 10K-50K,ABA,ABA0613AB,0,CATALOG,BB&B,MKT070,Coravin,Coravin  Model Six Pack Piano Black,,,13107.475,17000,,"2,780.38",18%,,,,,,,,,,,No,,,USA,,,,,,,,,
7543,W,A 0-1000,WRW,WRW5521AH,1,,Ambrose,05-2810,Hardys,Hardys  Crest Cabernet Sauvignon,750 ml,Current vintage,465,655,,147.15,24%,,,,,,,,,,,Yes,No,Red Wine,Australia,McLaren Vale,Cabernet Sauvignon,100% Cabernert Sauvignon,Full,Medium,Medium,Beef|Pork|Cured Meat,,
7544,W,A 0-1000,WRW,WRW5522AH,0,CATALOG,Ambrose,05-2811,Hardys,Hardys  Crest Shiraz,750 ml,Current vintage,465,655,,147.15,24%,,,,,,,,,,,Yes,No,Red Wine,Australia,McLaren Vale,Shiraz,100% Shiraz,Full,Medium,Medium,Beef|Spicy Food|Barbecue,,
7545,W,E 4000-5000,WSP,WSP2587FN,0,CATALOG,Enoteca,,Champagne Egly - Ouriet,Champagne Egly - Ouriet 1Er Cru Vignes De Vrigny,750 ml,N/V,2900,4320,,"1,137.38",28%,,,,,,,,,,,No,No,Champagne,France,Champagne,Others,100% Pinot Meunier,Full,High,Low,Soft Cheese,,
